capacite;effectif_total_candidats;effectif_total_candidates;effectif_total_proposition_admission;effectif_total_admis;effectif_total_admises;effectif_total_admis_boursiers_neo_bac;effectif_total_admis_neo_bac;effectif_admis_meme_academie
19;110;71;52;15;9;5;13;13
30;989;363;251;30;12;3;25;3
30;1047;444;140;15;11;1;7;2
40;78;37;58;9;2;1;5;5
15;49;22;38;15;8;4;12;10
10;50;17;18;6;3;0;6;5
24;1018;471;90;26;20;3;24;5
24;250;196;59;20;17;4;19;13
25;332;185;128;21;10;0;13;8
80;835;169;573;40;6;3;39;30
40;664;143;463;11;3;0;9;7
36;144;7;73;23;0;0;22;9
35;78;30;42;21;9;0;21;4
60;828;591;420;60;43;3;37;15
60;477;346;360;69;49;12;44;18
70;251;111;104;47;21;3;38;4
24;676;325;76;23;7;12;20;19
80;215;194;167;35;35;4;21;17
20;223;20;76;14;1;1;7;7
15;92;37;48;12;2;3;11;11
15;61;14;35;15;2;4;12;11
26;488;154;150;21;6;1;20;17
12;103;98;38;9;9;1;6;4
12;245;110;60;14;4;4;12;7
12;359;339;57;9;5;2;5;4
20;839;736;65;22;22;1;21;14
40;476;346;180;44;31;4;44;17
19;190;74;81;7;3;1;4;2
17;130;55;64;1;0;0;1;0
12;318;118;103;6;2;0;2;0
16;43;11;30;4;0;0;3;1
8;433;324;50;6;4;1;6;1
16;539;270;92;11;7;4;11;10
35;762;423;135;36;25;15;29;23
8;108;28;37;6;3;1;5;4
12;42;14;26;2;0;0;2;0
20;140;84;52;20;12;2;20;6
17;113;54;37;17;7;7;16;16
28;1840;356;146;27;8;10;20;10
10;34;20;16;0;0;0;0;0
24;256;28;117;14;1;2;13;11
20;212;26;127;15;2;2;11;5
15;760;382;37;14;9;0;10;3
16;857;194;22;13;0;3;12;11
15;423;188;36;12;6;5;12;9
16;332;279;52;16;15;1;15;7
24;637;287;356;11;2;2;9;7
6;448;94;16;6;0;0;3;2
15;290;223;39;9;7;4;8;8
29;270;190;60;28;18;12;28;28
130;686;299;550;158;74;17;132;71
59;1573;1057;80;69;54;11;69;5
5;76;3;50;2;0;0;2;2
20;615;254;70;22;17;4;20;10
28;595;303;297;33;23;5;33;21
13;426;213;81;13;9;3;13;7
67;1373;674;359;67;33;0;67;28
16;318;151;118;13;6;1;13;10
24;300;128;184;3;0;0;3;3
24;380;152;238;11;3;1;8;3
35;299;122;144;30;19;1;11;11
30;379;166;114;18;11;0;4;2
40;516;245;233;24;9;3;19;15
30;594;297;329;18;11;5;15;11
8;244;106;74;0;0;0;0;0
20;605;260;348;8;3;0;8;3
24;179;85;41;17;9;11;17;17
48;643;311;288;34;17;5;32;21
24;180;80;104;8;3;0;7;7
48;498;220;257;43;16;0;42;39
48;179;74;158;16;6;3;10;8
48;525;249;281;37;18;9;35;27
48;870;445;536;30;14;4;28;9
90;1456;672;495;88;47;0;87;29
30;678;303;337;20;11;3;18;14
48;315;151;235;19;10;1;19;18
72;722;292;443;52;26;4;48;33
24;334;139;190;27;10;2;17;16
42;1403;780;90;42;23;0;41;18
40;1082;459;306;39;17;0;39;9
24;673;301;360;7;2;0;6;3
24;427;201;294;7;4;0;6;5
33;1246;599;180;33;18;6;33;19
24;891;395;254;15;10;0;15;8
12;119;63;80;6;4;1;6;6
40;973;377;251;40;9;1;40;11
12;234;98;102;4;2;0;0;0
24;491;210;227;23;5;4;22;14
18;1087;503;193;18;10;0;18;8
25;515;223;201;24;8;0;24;17
24;1056;466;312;24;6;6;24;15
24;638;275;281;24;7;2;24;17
24;2262;1095;530;25;17;6;25;2
65;1340;675;586;69;38;1;69;22
24;678;307;248;25;13;8;25;16
18;1342;656;219;15;9;0;15;7
12;154;76;76;13;10;4;12;12
48;945;461;384;47;20;4;47;34
48;3258;1572;365;45;20;3;43;13
24;592;254;242;19;11;2;18;15
24;180;77;83;3;1;1;2;2
28;187;97;146;9;5;2;8;6
24;711;96;158;24;5;2;24;12
48;1153;190;417;45;8;6;38;15
100;571;224;317;21;8;3;12;8
25;1413;1293;86;26;24;7;22;7
90;453;201;317;38;20;2;29;6
36;976;194;285;34;6;6;31;20
24;383;144;263;13;6;1;11;7
80;441;189;265;53;17;1;47;17
80;134;55;76;21;11;2;17;4
50;3053;1322;1330;36;18;1;33;7
50;4268;1984;685;76;49;3;71;45
50;1877;814;726;6;5;0;5;1
30;1947;812;743;0;0;0;0;0
30;1388;511;470;7;5;1;5;1
20;2057;810;376;18;5;0;15;3
200;6104;2689;2899;397;163;12;373;33
32;131;57;73;11;5;5;7;6
32;146;91;80;12;7;4;10;10
10;89;26;15;14;5;2;13;10
48;1384;219;151;48;8;3;47;17
48;1296;197;195;48;7;6;48;26
48;2444;426;130;48;11;4;42;9
20;522;405;43;22;17;3;11;1
40;450;189;129;44;17;5;43;11
150;905;402;626;152;78;19;108;20
110;158;94;114;61;35;1;49;13
30;220;154;103;25;20;1;19;3
25;131;75;79;18;9;3;14;13
40;1111;556;203;35;21;5;31;10
24;247;89;99;20;7;3;15;8
90;553;346;297;79;51;39;55;54
35;157;101;109;41;27;6;37;35
12;192;143;55;14;8;0;13;4
10;12;0;8;3;0;0;0;0
14;62;14;38;6;4;2;4;3
15;44;29;20;5;2;1;1;1
15;88;40;52;14;3;1;9;9
20;102;52;55;0;0;0;0;0
20;84;55;62;20;13;4;13;8
10;110;44;33;11;3;1;5;3
26;396;113;70;17;8;2;17;8
15;362;233;41;13;8;0;7;6
18;3;0;3;0;0;0;0;0
6;19;0;16;8;0;6;8;8
20;58;35;43;11;7;3;6;6
26;312;47;67;27;5;2;17;3
18;59;28;31;7;2;2;4;2
18;403;164;69;18;7;4;14;6
24;1674;889;215;23;14;9;22;19
8;54;0;24;1;0;1;1;0
24;61;15;44;14;4;4;10;10
12;219;55;45;9;0;0;7;7
20;615;532;88;20;17;2;13;7
3;183;35;10;2;0;1;2;0
3;198;73;160;5;1;0;0;0
25;158;112;71;13;10;6;12;12
7;264;181;10;7;5;2;3;1
18;150;58;47;18;4;1;17;7
31;1172;1081;70;31;31;0;12;6
15;32;8;10;0;0;0;0;0
15;73;6;21;8;2;0;1;0
15;26;5;20;7;1;0;3;2
12;198;67;37;9;4;1;9;6
30;57;1;47;9;0;1;8;2
24;29;3;25;2;0;0;1;0
60;199;31;88;5;1;0;3;1
15;142;12;59;10;0;2;10;10
40;69;33;47;2;1;0;1;1
40;60;28;23;0;0;0;0;0
30;815;143;146;25;2;5;21;8
16;155;37;20;5;2;3;5;5
18;225;216;71;4;3;1;3;0
24;19;6;13;1;0;0;1;0
24;141;38;66;22;4;4;21;20
37;259;175;169;32;21;0;11;3
12;120;24;62;10;2;2;6;3
15;50;11;33;4;0;0;3;2
12;19;16;15;3;3;2;3;2
24;216;203;49;21;20;3;9;7
12;118;58;50;6;4;3;4;4
12;25;13;17;6;3;3;5;5
15;7808;6586;1029;15;13;3;11;7
15;157;122;53;16;12;2;13;7
12;67;59;51;10;10;1;5;4
15;19;13;13;4;3;0;0;0
18;115;53;65;14;4;3;8;8
28;919;503;254;28;15;3;27;22
12;93;28;43;13;2;6;8;8
15;54;12;34;12;4;7;10;8
16;96;20;64;14;4;3;9;3
12;5;1;5;1;0;1;1;0
12;28;18;17;9;7;2;7;7
2;74;54;8;2;2;1;2;0
18;132;13;72;4;0;0;4;3
2;50;15;33;5;4;1;5;2
50;175;50;94;33;13;1;22;7
10;166;18;137;4;0;2;3;1
10;276;27;225;9;1;0;7;4
24;265;36;167;1;0;0;0;0
3;39;4;30;1;0;0;1;0
5;155;50;127;2;0;0;0;0
3;172;56;139;3;0;0;0;0
2;150;46;118;2;0;0;0;0
2;4;3;2;2;1;0;0;0
7;153;67;113;2;1;0;0;0
17;1630;343;685;30;5;0;30;18
3;174;60;84;3;0;0;0;0
80;4652;2127;2001;160;71;11;147;79
25;2426;1051;494;16;8;1;13;2
30;165;33;75;22;2;2;21;19
12;78;7;33;9;0;4;8;8
36;1006;205;564;34;9;0;30;21
30;848;713;119;28;24;3;15;4
20;36;22;33;10;3;0;4;4
10;273;247;24;9;8;2;9;1
10;212;170;21;7;6;0;7;0
30;586;110;375;8;2;1;8;8
10;63;1;31;3;0;0;3;1
10;38;32;18;5;5;3;5;4
40;460;367;117;44;37;5;39;16
19;116;50;64;16;7;1;6;5
70;630;508;210;70;58;9;66;39
15;67;30;24;7;3;0;6;4
10;101;52;25;6;2;0;4;4
10;157;72;29;9;4;0;4;3
10;244;165;31;7;5;1;5;4
20;163;106;64;19;14;3;18;9
17;30;23;10;0;0;0;0;0
20;484;387;38;11;9;0;11;2
10;152;122;36;7;7;0;1;1
10;62;46;37;8;7;0;7;7
7;175;148;33;7;6;2;4;1
35;815;124;245;46;7;5;46;21
40;17;5;17;1;0;0;0;0
30;128;72;54;31;24;4;22;8
12;45;5;31;5;0;1;4;4
35;472;54;300;56;4;8;48;13
30;313;29;200;31;0;4;24;10
15;60;55;20;12;11;1;12;7
70;1010;690;378;70;54;18;53;23
16;79;49;43;10;9;7;9;9
30;279;122;110;10;1;1;8;7
12;77;51;32;5;3;2;5;4
45;841;290;378;19;5;1;17;12
40;552;198;166;35;13;0;16;3
15;4;1;4;1;0;0;0;0
5;33;7;11;0;0;0;0;0
50;122;36;53;3;1;0;2;1
12;41;1;32;9;0;1;3;0
4;258;73;7;4;1;0;4;4
25;319;92;63;21;5;1;19;6
21;107;66;41;16;10;4;9;3
10;90;29;51;5;4;0;5;3
24;27;8;18;1;1;0;1;0
15;65;14;40;2;0;0;1;1
15;45;22;21;12;3;1;11;10
12;29;14;22;4;1;1;3;3
15;13;7;6;0;0;0;0;0
15;134;37;65;13;2;3;10;9
48;161;68;114;26;14;10;24;23
40;308;184;151;31;18;5;27;19
50;622;508;138;17;14;0;14;0
25;1227;1119;60;25;24;1;9;2
12;22;9;14;6;2;2;3;3
32;124;100;95;19;15;1;6;5
15;41;37;39;7;6;0;3;1
18;276;240;89;16;13;6;14;12
30;659;340;68;30;18;16;30;20
20;341;176;34;21;11;0;15;4
30;139;54;95;16;5;4;12;5
12;11;4;5;1;0;1;1;1
15;167;77;60;9;3;3;7;4
19;21;16;10;1;1;0;0;0
19;8;6;4;2;2;0;2;2
19;41;9;16;4;0;0;1;1
3;204;46;2;0;0;0;0;0
5;53;13;2;0;0;0;0;0
2;96;16;3;0;0;0;0;0
2;68;8;2;0;0;0;0;0
25;32;13;18;4;1;0;1;0
1;5;3;0;0;0;0;0;0
1;10;1;1;0;0;0;0;0
24;11;2;11;0;0;0;0;0
3;7;0;0;0;0;0;0;0
24;115;70;97;13;6;3;10;8
24;209;114;150;30;21;3;27;16
40;55;23;52;17;7;3;14;11
25;7727;6387;970;19;16;1;11;7
25;4393;1776;811;27;24;4;26;7
150;8029;1953;4074;150;31;17;143;61
64;4596;1095;2117;62;10;9;57;24
144;9107;2293;2375;142;24;17;135;89
140;6914;1718;3739;136;21;19;127;84
40;4165;1111;2805;68;16;4;64;30
145;9857;2693;2199;136;37;27;130;18
130;9032;2333;3326;134;33;20;129;69
290;5746;1455;1592;291;70;18;276;30
280;4577;1117;2351;264;41;13;255;34
205;13504;3988;2326;206;75;23;199;62
690;17077;5361;1735;707;313;68;679;115
60;5091;1581;2625;60;18;4;53;16
71;1781;288;1311;103;7;10;103;76
100;2520;546;1720;94;17;6;93;20
50;1829;390;1542;6;0;0;6;5
225;4810;1181;3826;253;77;7;253;28
20;63;21;48;18;6;1;18;0
45;3953;941;2395;29;5;1;29;12
220;2878;490;1653;280;21;17;280;51
180;3202;627;2193;210;25;24;210;36
32;952;630;328;30;22;2;30;10
28;4274;1358;2155;14;5;1;11;5
120;2056;483;1461;125;26;8;125;17
18;1132;244;928;8;2;0;8;8
45;1547;468;494;25;8;2;25;16
15;347;33;89;7;0;2;3;3
70;697;91;459;57;3;9;51;27
54;1334;663;193;54;30;6;48;41
33;281;165;107;16;9;6;10;9
15;795;207;50;14;5;3;11;4
15;333;71;69;14;2;3;10;1
35;380;183;103;34;21;9;28;27
68;391;35;248;37;2;4;30;20
42;140;30;97;29;7;4;25;21
30;86;38;45;27;10;10;23;23
10;77;36;31;10;2;2;3;3
15;95;6;33;12;0;5;11;10
29;175;72;94;27;9;6;19;16
35;536;321;102;22;14;7;17;11
34;313;155;151;34;16;11;29;21
15;425;258;53;15;10;4;12;7
18;575;345;95;19;16;1;3;2
19;100;46;42;17;6;4;15;14
19;198;86;58;8;7;1;5;3
52;292;22;206;20;2;3;13;11
48;154;111;117;36;31;5;26;23
30;229;16;94;18;0;5;16;9
29;388;274;104;27;18;4;18;13
24;205;93;79;16;7;5;11;11
24;281;86;63;17;2;2;10;7
24;312;49;62;14;0;6;14;14
48;563;388;260;30;21;5;27;14
8;246;55;23;8;1;2;8;4
24;454;293;126;24;14;1;17;13
24;976;731;121;23;16;6;19;13
24;301;89;123;15;0;4;12;10
30;221;133;110;13;6;3;10;8
35;2020;1125;174;31;23;12;25;24
35;1690;1111;183;33;27;8;26;21
96;857;589;408;69;51;7;65;43
105;2322;1548;454;93;74;15;62;51
30;252;158;100;30;17;5;30;26
37;729;345;166;41;19;9;35;34
48;726;274;383;37;11;4;26;23
27;274;25;119;29;3;8;21;20
22;279;19;62;22;1;11;20;19
63;1323;120;299;62;7;11;53;44
24;367;67;76;22;3;4;22;20
48;1251;370;320;48;10;6;48;42
34;299;157;147;23;14;7;21;17
24;260;29;74;25;1;8;18;15
28;253;97;140;11;3;0;11;9
52;539;50;274;52;6;7;37;26
24;230;135;107;22;17;9;16;14
36;1019;503;117;22;13;11;17;16
30;155;25;63;17;0;2;14;12
9;40;1;15;4;0;2;3;3
24;170;29;48;11;0;1;8;7
36;332;48;94;33;1;11;28;27
24;894;443;109;19;12;6;10;8
30;179;23;99;17;2;4;13;11
36;886;170;96;20;2;7;16;13
24;329;42;85;15;1;6;13;10
35;470;363;58;35;30;1;9;6
104;926;271;213;103;41;21;70;31
32;225;76;91;15;3;3;14;13
35;593;322;137;36;16;19;32;28
27;354;120;127;17;6;2;11;6
30;247;219;103;28;28;10;19;17
42;557;126;335;33;6;6;14;9
60;2009;969;473;54;30;14;49;32
32;702;374;385;29;10;1;20;14
20;143;35;48;12;6;1;6;5
24;455;211;101;24;11;3;21;17
18;385;190;83;17;10;6;16;11
26;162;43;95;19;3;3;17;13
33;31;9;17;3;0;1;3;3
30;91;23;58;9;2;1;8;5
60;341;140;177;65;22;15;49;30
15;41;2;24;2;0;1;1;0
14;204;160;63;18;15;5;10;10
24;524;385;147;25;19;7;18;15
35;761;660;210;38;32;13;26;23
24;687;363;127;23;11;6;15;12
96;1016;194;459;90;9;7;87;59
30;369;30;109;24;0;4;22;16
16;520;45;83;14;0;3;13;8
24;1754;925;222;20;9;8;15;13
24;296;145;75;23;12;15;20;20
96;2208;601;580;93;30;11;90;71
35;1285;742;214;30;21;10;14;14
30;1477;981;203;24;19;6;11;11
15;287;25;83;14;0;3;11;10
15;193;7;49;12;1;5;9;7
30;593;77;109;29;4;8;25;23
35;883;596;146;32;25;23;24;22
36;258;136;183;28;13;18;27;20
36;496;257;222;15;10;3;10;10
24;520;47;109;22;1;9;17;16
36;628;334;149;29;14;7;18;14
39;295;46;119;11;0;4;10;8
15;344;51;90;12;0;5;10;8
35;702;383;193;29;20;11;22;19
35;1311;818;258;34;22;16;22;21
48;448;125;281;46;9;7;36;28
38;214;61;84;11;3;4;9;9
38;382;184;144;24;11;5;16;15
32;280;148;83;9;4;3;6;6
24;161;115;113;17;11;5;11;11
28;283;134;108;25;18;7;21;20
17;90;28;54;16;7;0;2;2
40;883;421;187;27;11;9;22;17
23;381;99;88;22;5;6;22;4
36;782;333;122;26;12;5;21;18
75;873;659;326;52;38;4;18;15
60;749;401;194;60;29;8;43;41
96;1949;197;531;105;11;15;74;54
56;1135;149;275;56;6;25;51;45
135;3646;1878;780;131;77;34;121;95
56;780;421;365;57;36;14;44;32
135;3157;1584;894;133;69;68;123;111
35;532;279;120;31;19;5;20;20
35;353;173;136;32;12;8;25;25
36;398;322;119;35;32;7;17;16
33;262;124;87;32;15;2;25;24
24;88;27;52;8;3;0;3;3
35;902;426;193;32;9;9;24;20
24;167;16;70;9;0;2;8;8
15;98;1;55;12;0;3;11;9
130;839;153;739;102;18;8;76;67
24;282;128;68;8;6;2;3;3
24;319;177;104;19;12;3;16;13
32;466;334;129;30;17;1;20;10
24;192;24;77;13;1;4;7;6
12;166;19;56;11;2;1;10;9
56;1836;1340;262;55;50;10;48;27
15;177;20;71;15;1;4;12;9
35;502;251;121;34;17;5;26;24
18;110;75;62;14;10;3;9;6
14;121;57;35;3;1;0;1;0
14;122;67;36;6;2;2;6;3
84;1047;474;595;76;35;13;47;30
24;202;138;97;17;11;9;12;9
30;573;270;138;22;8;6;16;15
24;237;110;88;15;8;5;10;8
12;131;9;36;6;0;1;5;4
24;113;39;61;13;4;1;9;9
12;1342;598;39;12;10;3;8;1
12;981;177;35;12;5;1;5;1
12;618;296;49;10;5;2;7;3
15;251;48;98;12;1;2;10;8
28;270;27;122;25;2;7;21;19
24;341;213;106;14;9;5;12;11
24;171;15;83;16;2;2;11;7
20;438;38;100;21;1;7;13;12
30;498;222;112;26;10;8;23;20
36;752;58;239;36;1;5;32;16
8;103;51;18;4;1;0;3;2
48;593;337;217;40;26;6;28;11
14;88;5;39;14;0;3;10;9
96;4450;1363;756;94;25;12;93;53
22;327;144;108;21;10;3;16;14
18;230;29;40;15;1;5;10;10
24;198;108;69;16;15;5;12;9
35;635;306;126;27;14;6;19;16
24;223;84;148;15;3;1;12;7
20;367;291;85;18;17;3;14;8
55;241;160;146;31;25;4;24;12
94;1180;202;446;98;11;7;96;20
24;204;9;132;9;1;2;8;6
92;5894;1700;363;92;17;16;91;49
36;551;397;165;27;23;3;23;19
96;1767;513;450;95;24;10;95;68
95;1361;477;621;89;34;5;83;57
24;410;296;102;24;19;14;23;21
24;1134;632;130;23;14;8;18;14
24;1272;676;119;24;16;6;22;20
24;212;104;90;23;13;3;23;20
24;674;521;179;25;16;1;18;15
15;158;6;71;13;1;4;13;9
24;567;77;126;26;0;8;21;13
28;104;6;67;17;1;2;9;9
36;246;29;109;28;2;2;20;18
33;330;52;118;34;6;2;17;14
34;176;116;116;26;17;4;15;14
168;2643;1323;1025;169;81;39;138;91
24;320;45;98;16;0;2;9;5
24;674;603;141;23;21;9;15;11
15;288;125;63;12;3;1;7;3
35;607;272;185;26;14;4;23;21
35;688;533;172;30;29;6;25;24
35;352;245;146;33;25;6;31;29
24;67;42;63;15;8;1;5;5
35;319;184;180;29;12;6;23;23
30;428;349;122;29;23;1;12;9
35;142;100;93;23;18;7;23;16
104;810;200;680;98;20;6;84;82
24;77;41;46;9;6;2;8;8
16;31;15;20;7;5;0;5;5
84;1614;740;223;82;57;8;78;77
33;391;192;132;25;16;11;23;18
15;46;2;40;8;0;1;7;4
24;210;7;82;23;0;4;22;11
28;55;28;48;17;8;2;10;9
52;460;290;282;49;28;3;37;23
56;375;248;202;44;24;9;34;17
31;402;276;88;17;13;2;8;8
35;748;460;123;29;21;8;22;22
35;387;36;103;31;1;5;28;27
40;365;78;227;43;12;1;34;31
24;212;11;91;24;0;5;20;15
12;660;122;41;11;1;1;8;1
11;853;231;58;11;1;1;9;1
35;549;242;135;30;20;7;28;26
24;243;130;109;22;13;5;18;14
34;552;343;148;33;22;3;28;18
38;300;84;101;17;4;3;13;7
240;5918;2148;1294;238;99;27;236;72
32;403;255;85;30;24;2;30;21
24;59;29;29;8;3;1;5;4
24;205;16;99;24;1;1;21;18
24;729;369;111;27;10;7;26;26
32;726;381;145;26;18;11;23;16
34;327;163;152;33;21;18;30;19
28;1577;979;158;27;22;3;9;4
24;140;6;80;24;2;11;22;21
45;1238;354;448;27;8;4;22;18
30;727;261;433;24;6;3;18;15
14;71;47;27;12;7;0;2;1
78;1836;187;333;78;14;24;71;67
48;1200;489;357;24;5;2;10;9
24;119;12;54;6;0;2;6;6
30;731;454;172;26;17;4;21;18
84;991;486;402;68;44;18;55;44
28;1089;962;192;29;27;3;20;9
48;452;151;273;19;6;1;18;6
18;594;294;85;10;6;4;9;8
16;89;5;52;9;0;5;6;6
16;232;74;69;9;1;1;6;6
34;701;322;157;32;10;10;31;28
34;550;233;125;28;13;10;26;23
26;296;32;96;25;1;5;18;18
26;231;11;93;28;0;5;27;21
22;261;16;62;22;0;1;17;17
35;1048;580;190;34;26;8;23;21
24;281;159;123;17;13;3;9;8
15;214;22;81;5;0;1;4;4
28;546;468;173;24;18;8;20;19
30;195;19;92;28;2;7;23;23
35;659;307;189;25;9;3;23;23
15;105;5;54;15;0;3;13;13
35;241;156;125;20;15;2;18;18
76;754;65;383;59;5;4;50;48
30;187;13;81;25;1;3;19;19
35;353;285;127;34;30;2;24;24
20;426;153;149;11;5;1;9;8
66;1610;1109;500;64;37;8;53;41
48;793;467;313;36;20;5;34;20
35;1252;719;172;33;19;12;29;20
35;835;491;201;36;24;14;24;19
15;208;37;88;14;4;6;11;5
45;998;691;395;44;28;3;37;18
42;371;186;196;30;21;2;17;10
20;114;2;73;8;0;3;5;2
64;482;81;189;51;2;12;32;28
16;90;7;57;15;0;4;14;14
24;545;471;104;19;17;9;16;11
19;258;163;65;10;8;4;10;9
22;200;48;94;19;2;6;16;12
15;632;386;58;15;12;3;12;2
12;152;107;59;12;8;5;10;10
34;1833;1405;168;33;29;7;26;20
40;696;347;324;38;19;1;37;16
144;3262;2309;524;144;106;15;144;29
70;1073;762;275;63;55;24;50;42
70;1423;202;250;70;10;23;57;44
162;3784;721;990;190;40;36;162;100
232;3291;372;1223;231;17;51;184;120
102;2322;543;965;114;22;9;82;60
70;491;435;287;62;57;15;45;37
24;648;396;245;28;18;5;22;11
35;1010;491;192;35;18;14;21;12
40;108;45;58;39;18;7;33;21
17;809;609;77;16;15;8;12;10
28;716;64;219;30;2;13;26;24
34;1191;565;236;28;16;5;19;16
24;1479;187;91;24;3;5;22;11
35;477;224;156;20;5;6;20;18
15;25;0;25;9;0;3;9;8
50;1131;664;500;46;27;5;39;18
30;546;94;148;28;6;5;24;17
28;252;146;119;21;11;2;18;13
48;703;359;296;33;12;2;32;27
36;800;405;125;35;21;13;31;29
70;2499;1299;351;64;37;10;48;36
70;1842;870;341;64;31;28;51;42
34;448;256;141;21;14;10;17;16
35;599;294;176;30;13;11;22;21
33;968;460;116;34;12;13;28;26
30;446;53;131;22;0;4;15;14
30;628;486;57;30;23;8;29;11
34;589;395;90;34;27;3;34;28
68;1406;105;392;76;6;12;64;57
34;525;223;128;30;14;1;20;18
33;490;345;142;30;23;5;25;22
35;1872;1055;176;30;19;9;21;16
118;1749;1219;351;117;86;19;98;64
19;144;57;70;14;5;2;12;11
42;175;44;100;26;2;0;14;12
24;332;45;112;21;1;3;12;7
35;1272;616;254;32;17;8;27;25
34;786;525;171;29;22;7;16;14
37;1590;758;253;30;13;14;20;20
18;276;130;68;15;5;9;14;13
96;1251;918;427;96;75;13;93;56
45;742;166;383;38;7;3;35;27
30;497;62;160;20;1;6;13;7
45;759;122;305;45;7;4;45;37
53;1975;987;292;47;24;24;40;26
36;900;864;180;28;28;5;20;10
35;542;404;115;23;15;11;19;18
14;150;8;66;13;0;5;11;11
120;2316;214;481;119;9;37;107;74
110;5299;2644;869;112;62;40;104;61
17;426;179;44;14;6;4;12;12
32;267;120;139;21;6;1;12;9
25;351;76;33;25;8;4;15;9
18;620;208;242;16;7;2;10;6
20;83;6;45;8;1;1;8;8
24;122;35;68;16;2;4;9;8
48;851;83;287;48;3;14;40;25
72;1431;907;806;67;37;8;51;25
36;387;242;123;33;23;2;18;16
15;135;15;57;7;0;3;6;5
15;167;19;59;3;0;0;3;3
24;340;237;141;17;12;4;13;12
35;839;602;161;31;26;8;22;22
35;2088;1174;140;38;24;9;29;28
30;762;158;154;28;6;3;11;6
35;1062;920;163;34;31;13;26;23
30;386;21;139;27;2;14;23;18
35;562;160;164;27;5;7;21;17
10;296;59;80;12;5;3;12;9
30;678;99;190;31;4;4;21;14
24;174;22;91;21;0;5;20;18
35;1859;1053;199;33;28;7;27;20
104;1560;892;527;102;57;12;79;50
32;339;80;110;20;6;4;13;10
35;313;269;168;28;25;7;22;20
24;170;17;96;19;5;0;10;10
96;3141;2177;787;88;52;7;66;15
35;238;89;59;38;18;3;34;29
35;150;63;102;35;14;3;28;26
120;1463;139;589;119;4;26;93;55
24;178;53;108;23;4;1;7;5
35;2046;1167;201;33;23;9;25;18
43;567;286;230;43;14;4;40;27
15;177;18;64;11;0;1;8;7
15;198;20;34;8;0;2;6;6
17;350;177;96;11;3;1;9;9
70;1078;515;288;70;47;18;49;46
96;2379;634;463;93;24;7;93;59
48;1831;1272;247;48;36;2;48;30
33;1407;709;170;32;17;5;27;24
36;1393;718;209;34;19;12;30;25
24;178;15;69;15;3;4;14;11
38;700;345;197;27;21;10;20;15
30;366;183;106;29;16;3;25;18
40;547;375;144;35;32;3;18;17
188;4757;2415;898;193;116;32;191;107
52;645;493;141;54;38;8;29;8
48;505;100;269;39;3;3;38;30
96;1071;677;485;92;66;9;89;72
28;382;35;119;23;1;8;17;15
48;1462;789;276;52;33;19;44;42
32;875;112;189;33;1;6;21;18
34;676;451;157;31;25;8;20;16
23;352;25;114;17;0;6;15;12
32;566;275;168;30;17;8;23;20
120;2649;503;705;122;25;18;110;76
122;1071;155;812;82;4;13;78;46
109;2622;842;433;108;49;20;81;60
34;224;192;128;21;19;2;12;11
30;785;575;186;28;19;6;21;16
24;168;110;76;22;13;3;16;15
115;1520;146;576;122;10;23;108;90
56;2277;1140;286;62;44;11;56;51
26;264;160;68;28;12;4;19;14
54;1244;980;167;60;49;9;54;40
26;424;359;72;27;23;5;18;10
30;442;135;134;22;8;1;13;13
30;301;138;177;25;5;2;20;19
10;956;388;28;10;7;1;10;7
34;507;244;138;35;14;13;23;23
34;1048;618;136;26;18;6;19;18
14;305;161;56;12;8;3;11;10
15;236;136;105;12;6;4;8;3
25;203;30;116;19;4;2;13;2
24;336;190;72;23;15;0;18;12
28;296;150;95;24;15;2;16;13
35;443;224;163;21;16;10;19;18
52;415;71;342;44;3;3;42;30
35;377;173;150;30;6;5;25;22
14;107;6;44;14;0;5;12;12
24;613;300;123;17;5;7;17;17
34;685;308;111;29;17;10;25;23
24;330;215;142;14;9;2;13;12
20;142;123;81;15;14;2;11;11
20;221;130;101;22;9;5;17;17
32;508;334;183;24;16;4;17;10
52;537;78;349;47;6;6;39;26
24;527;73;160;25;0;4;18;15
24;516;294;136;18;13;6;13;10
24;897;796;137;25;23;4;15;13
32;520;293;121;32;20;19;30;27
92;1800;163;823;92;5;13;80;64
28;175;27;73;12;1;1;10;7
15;84;3;50;6;0;2;5;5
30;510;426;155;29;24;1;15;8
42;355;94;195;30;9;4;14;12
60;399;354;224;35;29;5;27;18
45;602;40;296;37;2;8;25;17
15;75;3;37;6;0;2;6;5
18;173;97;72;13;8;7;11;8
30;257;176;100;18;11;1;14;5
32;421;240;101;33;19;12;32;27
54;1117;304;275;55;17;8;45;10
35;159;92;120;31;19;1;22;17
15;65;2;47;7;1;0;6;5
48;938;699;396;48;37;5;48;31
90;1028;214;472;87;10;7;86;71
24;250;24;83;26;3;7;19;13
24;515;71;142;25;2;12;17;13
15;388;51;82;13;0;2;11;9
28;1387;991;174;27;22;3;21;15
10;114;8;38;7;0;0;6;5
30;356;290;119;21;19;0;6;5
53;157;82;120;38;16;1;27;13
35;462;365;218;23;18;3;16;15
33;473;234;176;31;19;3;25;23
33;312;147;146;24;11;6;13;11
48;362;175;188;41;18;2;16;14
70;567;480;211;63;57;8;46;42
18;131;76;70;13;7;1;9;7
34;1479;732;173;28;7;9;14;14
34;1777;1030;241;26;16;10;21;13
15;47;31;36;3;1;0;2;2
52;434;25;230;32;2;7;29;17
